Code Ana;Analyte;Anonymat;Controle;Unite;Tech;App;Tri;Resultat;Effectif pairs;Cible pairs;ET pairs;Biais % pairs;Biais |c| pairs;z score pairs;Note pairs;Effectif ens;Cible ens;ET ens;Biais % ens;Biais |c| ens;z score ens;Note ens;Date;LA %;Opérateur
HS;Héparine Standard;1952;25HH04;U/mL;W5;PB7;XX;0,73;22;0,716;0,043;2,0;0,014;0,3;TB;508;0,665;0,047;9,8;0,065;1,4;B+;09/04/2025;15,0;Marie BRIONNE-FRANCOIS
HS;Héparine Standard;1952A;25HH04;U/mL;W5;PB7;XX;0,72;22;0,716;0,043;0,6;0,004;0,1;TB;508;0,665;0,047;8,3;0,055;1,2;B+;09/04/2025;15,0;Marie BRIONNE-FRANCOIS
HS;Héparine Standard;1952;25HH05;U/mL;W5;PB7;XX;0,47;22;0,489;0,033;-3,9;-0,019;-0,6;TB;498;0,443;0,054;6,1;0,027;0,5;TB;28/05/2025;20,0;Marie BRIONNE-FRANCOIS
HS;Héparine Standard;1952A;25HH05;U/mL;W5;PB7;XX;0,49;22;0,489;0,033;0,2;0,001;0,0;TB;498;0,443;0,054;10,6;0,047;0,9;B+;28/05/2025;20,0;Marie BRIONNE-FRANCOIS
HS;Héparine Standard;1952;25HH06;U/mL;W5;PB7;XX;0,29;24;0,292;0,021;-0,7;-0,002;-0,1;TB;502;0,233;0,059;24,5;0,057;1,0;B+;02/07/2025;30,0;Marie BRIONNE-FRANCOIS
HS;Héparine Standard;1952A;25HH06;U/mL;W5;PB7;XX;0,24;24;0,292;0,021;-17,8;-0,052;-2,4;B-;502;0,233;0,059;3,0;0,007;0,1;TB;02/07/2025;30,0;Marie BRIONNE-FRANCOIS
HS;Héparine Standard;1952;25HH07;U/mL;W5;PB7;XX;0,71;24;0,696;0,043;2,0;0,014;0,3;TB;500;0,671;0,046;5,8;0,039;0,8;TB;02/07/2025;15,0;Marie BRIONNE-FRANCOIS
HS;Héparine Standard;1952A;25HH07;U/mL;W5;PB7;XX;0,64;24;0,696;0,043;-8,0;-0,056;-1,3;B-;500;0,671;0,046;-4,6;-0,031;-0,7;TB;02/07/2025;15,0;Marie BRIONNE-FRANCOIS
HS;Héparine Standard;1952;25HH08;U/mL;W5;PB7;XX;0,68;23;0,695;0,042;-2,2;-0,015;-0,4;TB;503;0,674;0,050;0,9;0,006;0,1;TB;08/10/2025;15,0;Marie BRIONNE-FRANCOIS
HS;Héparine Standard;1952A;25HH08;U/mL;W5;PB7;XX;0,69;23;0,695;0,042;-0,7;-0,005;-0,1;TB;503;0,674;0,050;2,4;0,016;0,3;TB;08/10/2025;15,0;Marie BRIONNE-FRANCOIS
HS;Héparine Standard;1952;25HH09;U/mL;W5;PB7;XX;0,61;23;0,492;0,049;24,0;0,118;2,4;+1;493;0,452;0,054;35,0;0,158;3,0;+1;12/11/2025;20,0;Marie BRIONNE-FRANCOIS
HS;Héparine Standard;1952A;25HH09;U/mL;W5;PB7;XX;0,52;23;0,492;0,049;5,7;0,028;0,6;TB;493;0,452;0,054;15,0;0,068;1,3;B+;12/11/2025;20,0;Marie BRIONNE-FRANCOIS
HS;Héparine Standard;1952;25HH10;U/mL;W5;PB7;XX;1,43;23;1,248;0,062;14,6;0,182;3,0;B+;469;1,091;0,084;31,1;0,339;4,0;+2;12/11/2025;15,0;Marie BRIONNE-FRANCOIS
HS;Héparine Standard;1952A;25HH10;U/mL;W5;PB7;XX;1,31;23;1,248;0,062;5,0;0,062;1,0;TB;469;1,091;0,084;20,1;0,219;2,6;+1;12/11/2025;15,0;Marie BRIONNE-FRANCOIS
I1;I.N.R.;1952K;25DH04;;JJ;WPA;XX;2,40;;;;;;;*;;;;;;;;22/09/2025;15,0;Marie BRIONNE-FRANCOIS
I1;I.N.R.;1952L;25DH04;;JJ;WPA;XX;2,30;;;;;;;*;;;;;;;;22/09/2025;15,0;Marie BRIONNE-FRANCOIS
I1;I.N.R.;1952K;25DH05;;JJ;WPA;XX;4,60;;;;;;;*;;;;;;;;22/09/2025;15,0;Marie BRIONNE-FRANCOIS
I1;I.N.R.;1952L;25DH05;;JJ;WPA;XX;5,20;;;;;;;*;;;;;;;;22/09/2025;15,0;Marie BRIONNE-FRANCOIS
I1;I.N.R.;1952K;25DH06;;JP;WPA;XX;1,30;17;1,104;0,145;17,8;0,196;1,3;+1;;;;;;;;03/11/2025;15,0;Marie BRIONNE-FRANCOIS
I1;I.N.R.;1952L;25DH06;;JP;WPA;XX;1,20;17;1,104;0,145;8,7;0,096;0,6;B+;;;;;;;;03/11/2025;15,0;Marie BRIONNE-FRANCOIS
I1;I.N.R.;1952K;25DH99;;JP;WPA;XX;2,60;17;2,545;0,115;2,2;0,055;0,5;TB;;;;;;;;03/11/2025;15,0;Marie BRIONNE-FRANCOIS
I1;I.N.R.;1952L;25DH99;;JP;WPA;XX;2,60;17;2,545;0,115;2,2;0,055;0,5;TB;;;;;;;;03/11/2025;15,0;Marie BRIONNE-FRANCOIS
I1;I.N.R.;1952;25HA01;;W2;PB7;XX;1,12;25;1,114;0,049;0,5;0,006;0,1;TB;830;1,078;0,059;3,9;0,042;0,7;B+;22/01/2025;7,0;Marie BRIONNE-FRANCOIS
I1;I.N.R.;1952A;25HA01;;W2;PB7;XX;1,12;25;1,114;0,049;0,5;0,006;0,1;TB;830;1,078;0,059;3,9;0,042;0,7;B+;22/01/2025;7,0;Marie BRIONNE-FRANCOIS
I1;I.N.R.;1952;25HA02;;W2;PB7;XX;1,63;25;1,665;0,078;-2,1;-0,035;-0,4;TB;828;1,899;0,191;-14,2;-0,269;-1,4;-1;22/01/2025;12,0;Marie BRIONNE-FRANCOIS
I1;I.N.R.;1952A;25HA02;;W2;PB7;XX;1,64;25;1,665;0,078;-1,5;-0,025;-0,3;TB;828;1,899;0,191;-13,6;-0,259;-1,4;-1;22/01/2025;12,0;Marie BRIONNE-FRANCOIS
I1;I.N.R.;1952;25HA03;;W2;PB7;XX;1,30;29;1,315;0,048;-1,1;-0,015;-0,3;TB;836;1,340;0,070;-3,0;-0,040;-0,6;TB;19/02/2025;7,0;Maud LEBAS
I1;I.N.R.;1952A;25HA03;;W2;PB7;XX;1,28;29;1,315;0,048;-2,7;-0,035;-0,7;TB;836;1,340;0,070;-4,5;-0,060;-0,9;B-;19/02/2025;7,0;Maud LEBAS
I1;I.N.R.;1952;25HA04;;W2;PB7;XX;3,46;29;3,783;0,274;-8,5;-0,323;-1,2;B-;839;4,157;0,537;-16,8;-0,697;-1,3;-1;19/02/2025;15,0;Maud LEBAS
I1;I.N.R.;1952A;25HA04;;W2;PB7;XX;3,44;29;3,783;0,274;-9,1;-0,343;-1,3;B-;839;4,157;0,537;-17,2;-0,717;-1,3;-1;19/02/2025;15,0;Maud LEBAS
I1;I.N.R.;1952;25HA05;;W2;PB7;XX;1,36;31;1,340;0,046;1,5;0,020;0,4;TB;837;1,347;0,067;1,0;0,013;0,2;TB;19/03/2025;7,0;Marie BRIONNE-FRANCOIS
I1;I.N.R.;1952A;25HA05;;W2;PB7;XX;1,35;31;1,340;0,046;0,7;0,010;0,2;TB;837;1,347;0,067;0,2;0,003;0,0;TB;19/03/2025;7,0;Marie BRIONNE-FRANCOIS
I1;I.N.R.;1952;25HA06;;W2;PB7;XX;1,78;31;1,729;0,054;2,9;0,051;0,9;TB;838;1,909;0,193;-6,8;-0,129;-0,7;B-;19/03/2025;12,0;Marie BRIONNE-FRANCOIS
I1;I.N.R.;1952A;25HA06;;W2;PB7;XX;1,76;31;1,729;0,054;1,8;0,031;0,6;TB;838;1,909;0,193;-7,8;-0,149;-0,8;B-;19/03/2025;12,0;Marie BRIONNE-FRANCOIS
I1;I.N.R.;1952;25HA07;;W2;PB7;XX;1,20;27;1,163;0,045;3,2;0,037;0,8;TB;833;1,081;0,061;11,0;0,119;1,9;+1;16/04/2025;7,0;Maud LEBAS
I1;I.N.R.;1952A;25HA07;;W2;PB7;XX;1,21;27;1,163;0,045;4,0;0,047;1,1;B+;833;1,081;0,061;11,9;0,129;2,1;+1;16/04/2025;7,0;Maud LEBAS
I1;I.N.R.;1952;25HA08;;W2;PB7;XX;4,14;27;4,018;0,142;3,0;0,122;0,9;TB;832;4,206;0,539;-1,6;-0,066;-0,1;TB;16/04/2025;15,0;Maud LEBAS
I1;I.N.R.;1952A;25HA08;;W2;PB7;XX;4,04;27;4,018;0,142;0,5;0,022;0,2;TB;832;4,206;0,539;-3,9;-0,166;-0,3;TB;16/04/2025;15,0;Maud LEBAS
I1;I.N.R.;1952;25HA09;;W2;PB7;XX;1,15;31;1,162;0,041;-1,0;-0,012;-0,3;TB;829;1,082;0,061;6,3;0,068;1,1;B+;14/05/2025;7,0;Maud LEBAS
I1;I.N.R.;1952A;25HA09;;W2;PB7;XX;1,16;31;1,162;0,041;-0,2;-0,002;0,0;TB;829;1,082;0,061;7,2;0,078;1,3;+1;14/05/2025;7,0;Maud LEBAS
I1;I.N.R.;1952;25HA10;;W2;PB7;XX;1,35;31;1,348;0,042;0,1;0,002;0,0;TB;827;1,346;0,067;0,3;0,004;0,1;TB;14/05/2025;7,0;Maud LEBAS
I1;I.N.R.;1952A;25HA10;;W2;PB7;XX;1,35;31;1,348;0,042;0,1;0,002;0,0;TB;827;1,346;0,067;0,3;0,004;0,1;TB;14/05/2025;7,0;Maud LEBAS
I1;I.N.R.;1952;25HA11;;W2;PB7;XX;1,36;35;1,357;0,039;0,2;0,003;0,1;TB;822;1,348;0,065;0,9;0,012;0,2;TB;11/06/2025;7,0;Marie BRIONNE-FRANCOIS
I1;I.N.R.;1952A;25HA11;;W2;PB7;XX;1,38;35;1,357;0,039;1,7;0,023;0,6;TB;822;1,348;0,065;2,4;0,032;0,5;TB;11/06/2025;7,0;Marie BRIONNE-FRANCOIS
I1;I.N.R.;1952;25HA12;;W2;PB7;XX;2,85;35;2,827;0,085;0,8;0,023;0,3;TB;823;2,538;0,235;12,3;0,312;1,3;+1;11/06/2025;12,0;Marie BRIONNE-FRANCOIS
I1;I.N.R.;1952A;25HA12;;W2;PB7;XX;2,88;35;2,827;0,085;1,9;0,053;0,6;TB;823;2,538;0,235;13,5;0,342;1,5;+1;11/06/2025;12,0;Marie BRIONNE-FRANCOIS
I1;I.N.R.;1952;25HA13;;W2;PB7;XX;1,16;34;1,165;0,041;-0,4;-0,005;-0,1;TB;833;1,079;0,061;7,5;0,081;1,3;+1;09/07/2025;7,0;Marie BRIONNE-FRANCOIS
I1;I.N.R.;1952A;25HA13;;W2;PB7;XX;1,19;34;1,165;0,041;2,1;0,025;0,6;TB;833;1,079;0,061;10,3;0,111;1,8;+1;09/07/2025;7,0;Marie BRIONNE-FRANCOIS
I1;I.N.R.;1952;25HA14;;W2;PB7;XX;1,75;34;1,747;0,051;0,2;0,003;0,1;TB;831;1,917;0,194;-8,7;-0,167;-0,9;B-;09/07/2025;12,0;Marie BRIONNE-FRANCOIS
I1;I.N.R.;1952A;25HA14;;W2;PB7;XX;1,82;34;1,747;0,051;4,2;0,073;1,4;TB;831;1,917;0,194;-5,1;-0,097;-0,5;TB;09/07/2025;12,0;Marie BRIONNE-FRANCOIS
I1;I.N.R.;1952;25HA15;;W2;PB7;XX;1,15;29;1,142;0,039;0,7;0,008;0,2;TB;821;1,018;0,049;13,0;0,132;2,7;+1;27/08/2025;7,0;Maud LEBAS
I1;I.N.R.;1952A;25HA15;;W2;PB7;XX;1,18;29;1,142;0,039;3,3;0,038;1,0;TB;821;1,018;0,049;15,9;0,162;3,3;+2;27/08/2025;7,0;Maud LEBAS
I1;I.N.R.;1952;25HA16;;W2;PB7;XX;4,14;31;4,108;0,115;0,8;0,032;0,3;TB;822;4,208;0,632;-1,6;-0,068;-0,1;TB;27/08/2025;15,0;Maud LEBAS
I1;I.N.R.;1952A;25HA16;;W2;PB7;XX;4,22;31;4,108;0,115;2,7;0,112;1,0;TB;822;4,208;0,632;0,3;0,012;0,0;TB;27/08/2025;15,0;Maud LEBAS
I1;I.N.R.;1952;25HA17;;W2;PB7;XX;1,19;30;1,156;0,043;2,9;0,034;0,8;TB;815;1,017;0,045;17,0;0,173;3,8;+2;01/10/2025;7,0;Marie BRIONNE-FRANCOIS
I1;I.N.R.;1952A;25HA17;;W2;PB7;XX;1,19;30;1,156;0,043;2,9;0,034;0,8;TB;815;1,017;0,045;17,0;0,173;3,8;+2;01/10/2025;7,0;Marie BRIONNE-FRANCOIS
I1;I.N.R.;1952;25HA18;;W2;PB7;XX;1,78;30;1,758;0,061;1,3;0,022;0,4;TB;819;1,916;0,191;-7,1;-0,136;-0,7;B-;01/10/2025;12,0;Marie BRIONNE-FRANCOIS
I1;I.N.R.;1952A;25HA18;;W2;PB7;XX;1,81;30;1,758;0,061;3,0;0,052;0,8;TB;819;1,916;0,191;-5,5;-0,106;-0,6;TB;01/10/2025;12,0;Marie BRIONNE-FRANCOIS
I1;I.N.R.;1952;25HA19;;W2;PB7;XX;2,99;34;2,889;0,204;3,5;0,101;0,5;TB;827;2,536;0,240;17,9;0,454;1,9;+1;05/11/2025;12,0;Marie BRIONNE-FRANCOIS
I1;I.N.R.;1952A;25HA19;;W2;PB7;XX;3,13;34;2,889;0,204;8,3;0,241;1,2;B+;827;2,536;0,240;23,4;0,594;2,5;+1;05/11/2025;12,0;Marie BRIONNE-FRANCOIS
I1;I.N.R.;1952;25HA20;;W2;PB7;XX;4,14;34;4,181;0,241;-1,0;-0,041;-0,2;TB;826;4,205;0,617;-1,5;-0,065;-0,1;TB;05/11/2025;15,0;Marie BRIONNE-FRANCOIS
I1;I.N.R.;1952A;25HA20;;W2;PB7;XX;4,39;34;4,181;0,241;5,0;0,209;0,9;TB;826;4,205;0,617;4,4;0,185;0,3;TB;05/11/2025;15,0;Marie BRIONNE-FRANCOIS
H0;IDR;1952;25HD01;%;XX;NK9;XX;15,1;540;15,01;0,14;0,6;0,09;0,6;TB;;;;;;;;09/06/2025;10,0;Agnès LEONARD
H0;IDR;1952A;25HD01;%;XX;NK9;XX;15,4;540;15,01;0,14;2,6;0,39;2,7;TB;;;;;;;;09/06/2025;10,0;Agnès LEONARD
H0;IDR;1952B;25HD01;%;XX;NK9;XX;15,4;540;15,01;0,14;2,6;0,39;2,7;TB;;;;;;;;09/06/2025;10,0;Agnès LEONARD
H0;IDR;1952;25HD02;%;XX;NK9;XX;13,4;543;13,35;0,13;0,4;0,05;0,4;TB;;;;;;;;09/06/2025;10,0;Agnès LEONARD
H0;IDR;1952A;25HD02;%;XX;NK9;XX;13,6;543;13,35;0,13;1,9;0,25;2,0;TB;;;;;;;;09/06/2025;10,0;Agnès LEONARD
H0;IDR;1952B;25HD02;%;XX;NK9;XX;13,4;543;13,35;0,13;0,4;0,05;0,4;TB;;;;;;;;09/06/2025;10,0;Agnès LEONARD
H0;IDR;1952;25HD03;%;XX;NK9;XX;14,0;536;13,79;0,22;1,5;0,21;1,0;TB;;;;;;;;07/07/2025;10,0;Agnès LEONARD, Céline BOSSARD
H0;IDR;1952A;25HD03;%;XX;NK9;XX;14,1;536;13,79;0,22;2,2;0,31;1,4;TB;;;;;;;;07/07/2025;10,0;Céline BOSSARD
H0;IDR;1952B;25HD03;%;XX;NK9;XX;13,7;536;13,79;0,22;-0,7;-0,09;-0,4;TB;;;;;;;;07/07/2025;10,0;Céline BOSSARD
H0;IDR;1952;25HD04;%;XX;NK9;XX;14,1;537;13,92;0,16;1,3;0,18;1,2;TB;;;;;;;;07/07/2025;10,0;Agnès LEONARD, Céline BOSSARD
H0;IDR;1952A;25HD04;%;XX;NK9;XX;14,3;537;13,92;0,16;2,7;0,38;2,5;TB;;;;;;;;07/07/2025;10,0;Céline BOSSARD
H0;IDR;1952B;25HD04;%;XX;NK9;XX;13,9;537;13,92;0,16;-0,1;-0,02;-0,1;TB;;;;;;;;07/07/2025;10,0;Céline BOSSARD
H0;IDR;1952;25HD05;%;XX;NKR;XX;13,7;75;13,51;0,13;1,4;0,19;1,5;TB;;;;;;;;20/10/2025;10,0;Céline BOSSARD, Lucile DEOLIERE
H0;IDR;1952A;25HD05;%;XX;NKR;XX;13,7;75;13,51;0,13;1,4;0,19;1,5;TB;;;;;;;;20/10/2025;10,0;Céline BOSSARD
H0;IDR;1952B;25HD05;%;XX;NKR;XX;13,6;75;13,51;0,13;0,7;0,09;0,7;TB;;;;;;;;20/10/2025;10,0;Céline BOSSARD, Lucile DEOLIERE
H0;IDR;1952;25HD06;%;XX;NKR;XX;16,4;74;16,08;0,17;2,0;0,32;1,9;TB;;;;;;;;20/10/2025;10,0;Céline BOSSARD, Lucile DEOLIERE
H0;IDR;1952A;25HD06;%;XX;NKR;XX;16,3;74;16,08;0,17;1,4;0,22;1,3;TB;;;;;;;;20/10/2025;10,0;Céline BOSSARD
H0;IDR;1952B;25HD06;%;XX;NKR;XX;15,9;74;16,08;0,17;-1,1;-0,18;-1,1;TB;;;;;;;;20/10/2025;10,0;Céline BOSSARD, Lucile DEOLIERE
H0;IDR;1952;25HD07;%;XX;NKR;XX;16,2;74;15,32;0,59;5,7;0,88;1,5;B+;;;;;;;;10/11/2025;10,0;Céline BOSSARD
H0;IDR;1952A;25HD07;%;XX;NKR;XX;16,3;74;15,32;0,59;6,4;0,98;1,7;B+;;;;;;;;10/11/2025;10,0;Céline BOSSARD
H0;IDR;1952B;25HD07;%;XX;NKR;XX;15,9;74;15,32;0,59;3,8;0,58;1,0;TB;;;;;;;;10/11/2025;10,0;Céline BOSSARD
H0;IDR;1952;25HD08;%;XX;NKR;XX;15,2;74;14,94;0,12;1,7;0,26;2,1;TB;;;;;;;;10/11/2025;10,0;Céline BOSSARD
H0;IDR;1952A;25HD08;%;XX;NKR;XX;15,0;74;14,94;0,12;0,4;0,06;0,5;TB;;;;;;;;10/11/2025;10,0;Céline BOSSARD
H0;IDR;1952B;25HD08;%;XX;NKR;XX;15,0;74;14,94;0,12;0,4;0,06;0,5;TB;;;;;;;;10/11/2025;10,0;Céline BOSSARD
H0;IDR;1952;25HDF2;%;XX;NK9;XX;12,0;239;11,85;0,09;1,3;0,15;1,6;TB;354;;;;;;;03/03/2025;10,0;Romain BLOTTIERE
H0;IDR;1952A;25HDF2;%;XX;NK9;XX;11,9;239;11,85;0,09;0,4;0,05;0,5;TB;354;;;;;;;03/03/2025;10,0;Romain BLOTTIERE
H0;IDR;1952B;25HDF2;%;XX;NK9;XX;11,9;239;11,85;0,09;0,4;0,05;0,5;TB;354;;;;;;;03/03/2025;10,0;Romain BLOTTIERE
H0;IDR;1952;25HDF4;%;XX;NK9;XX;13,2;229;13,03;0,13;1,3;0,17;1,3;TB;347;13,03;0,17;1,3;0,17;1,0;TB;15/07/2025;10,0;Lucile DEOLIERE
H0;IDR;1952A;25HDF4;%;XX;NK9;XX;13,2;229;13,03;0,13;1,3;0,17;1,3;TB;347;13,03;0,17;1,3;0,17;1,0;TB;15/07/2025;10,0;Lucile DEOLIERE
H0;IDR;1952B;25HDF4;%;XX;NK9;XX;13,2;229;13,03;0,13;1,3;0,17;1,3;TB;347;13,03;0,17;1,3;0,17;1,0;TB;15/07/2025;10,0;Lucile DEOLIERE
H0;IDR;1952;25HDF6;%;XX;NKR;XX;13,1;32;12,84;0,18;2,0;0,26;1,4;TB;369;12,84;0,19;2,0;0,26;1,3;TB;06/10/2025;10,0;Agnès LEONARD, Lucile DEOLIERE
H0;IDR;1952A;25HDF6;%;XX;NKR;XX;13,1;32;12,84;0,18;2,0;0,26;1,4;TB;369;12,84;0,19;2,0;0,26;1,3;TB;06/10/2025;10,0;Agnès LEONARD
H0;IDR;1952B;25HDF6;%;XX;NKR;XX;13,1;32;12,84;0,18;2,0;0,26;1,4;TB;369;12,84;0,19;2,0;0,26;1,3;TB;06/10/2025;10,0;Agnès LEONARD, Lucile DEOLIERE
H0;IDR;1952;25HDF8;%;XX;NKR;XX;13,1;42;12,83;0,17;2,1;0,27;1,6;TB;362;12,87;0,18;1,8;0,23;1,3;TB;17/11/2025;10,0;Célia MASSON
H0;IDR;1952A;25HDF8;%;XX;NKR;XX;13,2;42;12,83;0,17;2,9;0,37;2,2;TB;362;12,87;0,18;2,6;0,33;1,9;TB;17/11/2025;10,0;Célia MASSON
H0;IDR;1952B;25HDF8;%;XX;NKR;XX;13,1;42;12,83;0,17;2,1;0,27;1,6;TB;362;12,87;0,18;1,8;0,23;1,3;TB;17/11/2025;10,0;Célia MASSON
H3;Leucocytes;1952;25HD01;G/L;XX;NK9;XX;7,77;634;7,57;0,15;2,6;0,20;1,4;TB;972;7,59;0,17;2,4;0,18;1,1;TB;09/06/2025;12,0;Agnès LEONARD
H3;Leucocytes;1952A;25HD01;G/L;XX;NK9;XX;7,77;634;7,57;0,15;2,6;0,20;1,4;TB;972;7,59;0,17;2,4;0,18;1,1;TB;09/06/2025;12,0;Agnès LEONARD
H3;Leucocytes;1952B;25HD01;G/L;XX;NK9;XX;7,68;634;7,57;0,15;1,5;0,11;0,7;TB;972;7,59;0,17;1,2;0,09;0,5;TB;09/06/2025;12,0;Agnès LEONARD
H3;Leucocytes;1952;25HD02;G/L;XX;NK9;XX;9,71;636;9,29;0,20;4,5;0,42;2,1;TB;974;9,29;0,24;4,5;0,42;1,8;TB;09/06/2025;12,0;Agnès LEONARD
H3;Leucocytes;1952A;25HD02;G/L;XX;NK9;XX;9,51;636;9,29;0,20;2,4;0,22;1,1;TB;974;9,29;0,24;2,4;0,22;0,9;TB;09/06/2025;12,0;Agnès LEONARD
H3;Leucocytes;1952B;25HD02;G/L;XX;NK9;XX;9,42;636;9,29;0,20;1,4;0,13;0,7;TB;974;9,29;0,24;1,4;0,13;0,6;TB;09/06/2025;12,0;Agnès LEONARD
H3;Leucocytes;1952;25HD03;G/L;XX;NK9;XX;3,02;615;3,05;0,07;-1,0;-0,03;-0,4;TB;951;3,05;0,08;-1,0;-0,03;-0,4;TB;07/07/2025;12,0;Agnès LEONARD, Céline BOSSARD
H3;Leucocytes;1952A;25HD03;G/L;XX;NK9;XX;3,13;615;3,05;0,07;2,6;0,08;1,1;TB;951;3,05;0,08;2,6;0,08;1,0;TB;07/07/2025;12,0;Céline BOSSARD
H3;Leucocytes;1952B;25HD03;G/L;XX;NK9;XX;3,08;615;3,05;0,07;1,0;0,03;0,4;TB;951;3,05;0,08;1,0;0,03;0,4;TB;07/07/2025;12,0;Céline BOSSARD
H3;Leucocytes;1952;25HD04;G/L;XX;NK9;XX;21,04;614;20,56;0,52;2,3;0,48;0,9;TB;951;20,56;0,59;2,3;0,48;0,8;TB;07/07/2025;12,0;Agnès LEONARD, Céline BOSSARD
H3;Leucocytes;1952A;25HD04;G/L;XX;NK9;XX;21,2;614;20,56;0,52;3,1;0,64;1,2;TB;951;20,56;0,59;3,1;0,64;1,1;TB;07/07/2025;12,0;Céline BOSSARD
H3;Leucocytes;1952B;25HD04;G/L;XX;NK9;XX;20,72;614;20,56;0,52;0,8;0,16;0,3;TB;951;20,56;0,59;0,8;0,16;0,3;TB;07/07/2025;12,0;Céline BOSSARD
H3;Leucocytes;1952;25HD05;G/L;XX;NKR;XX;2,53;85;2,50;0,07;1,2;0,03;0,4;TB;953;2,51;0,08;0,8;0,02;0,3;TB;20/10/2025;12,0;Céline BOSSARD, Lucile DEOLIERE
H3;Leucocytes;1952A;25HD05;G/L;XX;NKR;XX;2,52;85;2,50;0,07;0,8;0,02;0,3;TB;953;2,51;0,08;0,4;0,01;0,1;TB;20/10/2025;12,0;Céline BOSSARD
H3;Leucocytes;1952B;25HD05;G/L;XX;NKR;XX;2,47;85;2,50;0,07;-1,2;-0,03;-0,4;TB;953;2,51;0,08;-1,6;-0,04;-0,5;TB;20/10/2025;12,0;Céline BOSSARD, Lucile DEOLIERE
H3;Leucocytes;1952;25HD06;G/L;XX;NKR;XX;24,56;85;24,25;0,46;1,3;0,31;0,7;TB;952;24,16;0,69;1,7;0,40;0,6;TB;20/10/2025;12,0;Céline BOSSARD, Lucile DEOLIERE
H3;Leucocytes;1952A;25HD06;G/L;XX;NKR;XX;24,36;85;24,25;0,46;0,5;0,11;0,2;TB;952;24,16;0,69;0,8;0,20;0,3;TB;20/10/2025;12,0;Céline BOSSARD
H3;Leucocytes;1952B;25HD06;G/L;XX;NKR;XX;24,68;85;24,25;0,46;1,8;0,43;0,9;TB;952;24,16;0,69;2,2;0,52;0,8;TB;20/10/2025;12,0;Céline BOSSARD, Lucile DEOLIERE
H3;Leucocytes;1952;25HD07;G/L;XX;NKR;XX;12,34;84;12,00;0,22;2,8;0,34;1,6;TB;951;12,06;0,35;2,3;0,28;0,8;TB;10/11/2025;12,0;Céline BOSSARD
H3;Leucocytes;1952A;25HD07;G/L;XX;NKR;XX;12,21;84;12,00;0,22;1,8;0,21;1,0;TB;951;12,06;0,35;1,2;0,15;0,4;TB;10/11/2025;12,0;Céline BOSSARD
H3;Leucocytes;1952B;25HD07;G/L;XX;NKR;XX;12,27;84;12,00;0,22;2,3;0,27;1,2;TB;951;12,06;0,35;1,7;0,21;0,6;TB;10/11/2025;12,0;Céline BOSSARD
H3;Leucocytes;1952;25HD08;G/L;XX;NKR;XX;3,17;85;3,04;0,08;4,3;0,13;1,6;TB;959;3,06;0,10;3,6;0,11;1,2;TB;10/11/2025;12,0;Céline BOSSARD
H3;Leucocytes;1952A;25HD08;G/L;XX;NKR;XX;3,04;85;3,04;0,08;0,0;0,00;0,0;TB;959;3,06;0,10;-0,7;-0,02;-0,2;TB;10/11/2025;12,0;Céline BOSSARD
H3;Leucocytes;1952B;25HD08;G/L;XX;NKR;XX;3,14;85;3,04;0,08;3,3;0,10;1,2;TB;959;3,06;0,10;2,6;0,08;0,8;TB;10/11/2025;12,0;Céline BOSSARD
H3;Leucocytes;1952;25HDF2;G/L;XX;NK9;XX;4,72;280;4,62;0,10;2,2;0,10;1,0;TB;424;4,61;0,11;2,4;0,11;1,0;TB;03/03/2025;12,0;Romain BLOTTIERE
H3;Leucocytes;1952A;25HDF2;G/L;XX;NK9;XX;4,73;280;4,62;0,10;2,4;0,11;1,1;TB;424;4,61;0,11;2,6;0,12;1,1;TB;03/03/2025;12,0;Romain BLOTTIERE
H3;Leucocytes;1952B;25HDF2;G/L;XX;NK9;XX;4,63;280;4,62;0,10;0,2;0,01;0,1;TB;424;4,61;0,11;0,4;0,02;0,2;TB;03/03/2025;12,0;Romain BLOTTIERE
H3;Leucocytes;1952;25HDF4;G/L;XX;NK9;XX;4,52;271;4,49;0,10;0,7;0,03;0,3;TB;418;4,47;0,11;1,1;0,05;0,4;TB;15/07/2025;12,0;Lucile DEOLIERE
H3;Leucocytes;1952A;25HDF4;G/L;XX;NK9;XX;4,53;271;4,49;0,10;0,9;0,04;0,4;TB;418;4,47;0,11;1,3;0,06;0,5;TB;15/07/2025;12,0;Lucile DEOLIERE
H3;Leucocytes;1952B;25HDF4;G/L;XX;NK9;XX;4,6;271;4,49;0,10;2,4;0,11;1,1;TB;418;4,47;0,11;2,9;0,13;1,1;TB;15/07/2025;12,0;Lucile DEOLIERE
H3;Leucocytes;1952;25HDF6;G/L;XX;NKR;XX;7,11;42;6,86;0,15;3,6;0,25;1,6;TB;435;6,79;0,20;4,7;0,32;1,6;TB;06/10/2025;12,0;Agnès LEONARD, Lucile DEOLIERE
H3;Leucocytes;1952A;25HDF6;G/L;XX;NKR;XX;6,94;42;6,86;0,15;1,2;0,08;0,5;TB;435;6,79;0,20;2,2;0,15;0,8;TB;06/10/2025;12,0;Agnès LEONARD
H3;Leucocytes;1952B;25HDF6;G/L;XX;NKR;XX;7,07;42;6,86;0,15;3,1;0,21;1,4;TB;435;6,79;0,20;4,1;0,28;1,4;TB;06/10/2025;12,0;Agnès LEONARD, Lucile DEOLIERE
